text,wakati_text
"就活セクハラはないけど、就職してからのセクハラはよくあった

おなぬーしてるの？してんだろ？まぁパソコンあればおなぬーできるもんなガハハハ！ww
とか

こっちではおめこ言うけどそっちはどう言うん？w

まんこいいます…
え？w
まんこいいます…
え？w
何度も何度繰り返し周りの注文集めさせる",就活 セクハラ ない 就職 する セクハラ よい ある なぬし てる する パソコン ある できる もん おめこ 言う 言う まんこ いう ます え？ まんこ いう ます え？ 何度 何度 繰り返し 周り 注文 集める させる
"就活セクハラは、うちの会社は今まで起きていないはずだが。
これからも絶対起こさない、予兆すら絶対ゼロだ。 https://t.co/PuCXXgXvvt",就活 セクハラ うち 会社 今 起きる いる ない 起こす ない 予兆 ゼロ
就活セクハラしてまでヤりたいクズは死んどけぇ？？？？,就活 セクハラ する り たい クズ 死ぬ どく
OB訪問とかって聞き逃ししないように全部録音しているものじゃないんですか？そしたら就活セクハラされても音源が残っているからそのまま警察にいけると思ったんですが、安直ですかね,訪問 聞き逃す する ない 録音 する いる もの ない そだ する 就活 セクハラ する れる 音源 残る いる 警察 いける 思う 安直だ
"セクハラに限らず圧迫面接でも、就活中に嫌なことされたら
「それでは最後に何か質問はありますか？」
「採用とならなかった場合いつか顧客として御社を検討することがあるかもしれませんがその時に本日の面接の態度を参考に考えさせていただきますがよろしいですね？」
って応答は有名やな",セクハラ 限る 圧迫 面接 就活 中 嫌だ こと する れる 最後だ 何 質問 ある ます 採用 なる ない 場合 顧客 する 社 検討 する こと ある しれる ます 時 本日 面接 態度 参考 考える させる いただく ます よろしい 応答 有名だ
就活セクハラそもそもなんで真面目な会見でサングラスをしてるのか気になる…,就活 セクハラ 真面目だ 会見 サングラス する る 気 なる
"就活セクハラか～～
俺も今の会社の面接で「彼女いるの？」って聞かれたな～",就活 セクハラ ～～ 俺 今 会社 面接 彼女 いる 聞く れる たな
"就活セクハラ、、、
そんなことされても
その企業に入りたいと思うのが
驚きなんだけど。
私なら学校に報告するわ。
企業なんか他に沢山あるんだから
そんなところ断れ！
自分を大事にしてよ！！！",就活 セクハラ こと する れる 企業 入る たい 思う の 驚く 私 学校 報告 する 企業 他 沢山だ ある ところ 断れる 自分 大事だ する
就活セクハラという単語初めて見た,就活 セクハラ いう 単語 見る
"就職後立場逆転する人は、就活時のセクハラパワハラ体験を踏まえ、戒める方向に人事部を導いて欲しいですが、新卒なら意見を聞いて貰えるのに何年もかかるでしょう。私は採用面接時のセクハラは、入社後直属上司の社長と本社人事に社内倫理規程違反として報告しました。
#就活セクハラ 
#MeToo  #KuToo https://t.co/Hket47JCh9",就職 後 立場 逆転 する 人 就活 時 セクハラ パワハラ 体験 踏まえる 戒める 方向 人事 部 導く 欲しい 新卒 意見 聞く 貰える 何 年 かかる 私 採用 面接 時 セクハラ 入社 後 直属 上司 社長 本社 人事 社 内 倫理 規程 違反 する 報告 する ます 就活 セクハラ
"就活セクハラと言えばどっかの証券マン思い出しますね(´・ω・｀)
あれはセクハラってレベルじゃないけど",就活 セクハラ 言う どっか 証券 マン 思い出す ます ね あれ セクハラ レベル ない
"RT @wayofthewind: ブラック企業だらけの日本は差し詰めブラック国家だ。

ブラック上司は社会悪。

ひどい場合は労働監督局へ通報しよう！

 「就活セクハラ」に学生が対策求める みなさんの反応: https://t.co/NclR9GrNzE",ブラック 企業 だらけ 日本 差す 詰める ブラック 国家 ブラック 上司 社会 悪 ひどい 場合 労働 監督 局 通報 する 就活 セクハラ 学生 対策 求める みなさん 反応
就活セクハラそんなとこ入んなきゃいいじゃんって言ってる人に文句言ってるけど間違ったこと言ってなくないか？,就活 セクハラ とこ 入る ない いい 言う る 人 文句 言う る 間違う こと 言う ない ない
"就活時に直球で「結婚とか出産の予定はある？」って聞かれたけど見方によっては就活セクハラになるんだろうか
答え方には困ったけども。。",就活 時 直球 結婚 出産 予定 ある 聞く れる 見方 よる 就活 セクハラ なる 答え 方 困る
就活セクハラ…本当しょうもないな…,就活 セクハラ 本当だ しょう ない
"就活セクハラきもすぎるな😱

上下の立場、特に上の発言権が強すぎる場合なんでもありな状況が起こる

男の僕ですらおっさんの人事から彼女いるの？って聞かれてこいつキモいって思うのに

女の人はもっと不快感持ってそう😭
#就活セクハラ",就活 セクハラ きも すぎ るな 下 立場 上 発言 権 強い すぎる 場合 ありな 状況 起こる 男 僕 おっさん 人事 彼女 いる 聞く れる こいつ キモい 思う 女 人 不快だ 感 持つ そう 活 セクハラ
"RT @meiko_career: #クロ現 ついに就活セクハラに切り込み。

「就活生の孤立した状況に加害者がつけこんでいる構造になっています。野放し状態の中で、毎年、次の就活生を狙ったセクハラが繰り返されている可能性が否定できません。」

放送ダイジェストは以下で読めます。…",つい 就活 セクハラ 切る 込む 就活 生 孤立 する 状況 加害 者 つけこむ いる 構造 なる いる ます 野放し 状態 中 毎年 就活 生 狙う セクハラ 繰り返す れる いる 可能だ 性 否定 できる ます 放送 ダイジェスト 読める ます
"Zeroで就活セクハラの特集やってて触ってきたり内定ちらつかせて食事に誘うのは明らかにセクハラだけど「未婚か既婚か」とかはセクハラでは無いと思う。
最近寿退社はあまり聞かないが、採用を決めてすぐ辞められては困るからね。",就活 セクハラ 特集 やる る 触る くる 内定 ちらつかせる 食事 誘う の 明らかだ セクハラ 未婚 既婚 セクハラ 無い 思う 最近 寿 退社 聞く ない 採用 決める 辞める られる 困る
就活セクハラ という言葉がトレンドに。「彼氏いるの？」と聞く自体が野暮かと。てか、少なくとも社外の人間なんだから、目下の人間だと思っても敬語を使ってほしい。,就活 セクハラ いう 言葉 トレンド 彼氏 いる 聞く 自体 野暮だ て 社外 人間 目下 人間 思う 敬語 使う ほしい
"就活セクハラ。本当に最低
何処の会社か　表に出せばいいのに。
😡　でもそんな会社　行かないでいい。　我慢して迄行かないといけないなんて　思う事無い。　もし焦ってセクハラ受け　行き続けると病気になる。",就活 セクハラ 本当だ 最低だ 会社 表 出す いい 会社 行く いい 我慢 する かない いけない 思う 事 無い 焦る セクハラ 受け 行き 続ける 病気 なる
就活セクハラってなんでこんな就活シーズンではない時期に問題になってるん,就活 セクハラ 就活 シーズン ない 時期 問題 なる るん
RT @shinohaiiranu: 就活セクハラ「もう黙らない」大学生たちが緊急声明を発表 https://t.co/qIurmyqhXH,
就活セクハラをくぐり抜けても。 https://t.co/XoBVNPNxGg,就活 セクハラ くぐる 抜ける
"就活セクハラではないけど、セクハラ的な話はたまに周りから聞く。
なんなん、その男性はアホなのか？とよく思う。
そんなしょーもないことしてる、いってるひまあったら仕事せんかい。

という私もまぁまぁアウトな発言をよくしてるから明日は我が身w",就活 セクハラ ない セクハラ 的だ 話 たまだ 周り 聞く 男性 アホ よい 思う しょう ない こと する る いう る ひまだ ある 仕事 せんかい いう 私 まあまあだ アウト 発言 よくす る 明日 我が身
